COUNTRY,Country,SPECIES,Species,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LVA,Latvia,FPI,Northern pike [Esox lucius],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,37,,
LVA,Latvia,FPI,Northern pike [Esox lucius],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,28,,
LVA,Latvia,FPI,Northern pike [Esox lucius],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,31,,
LVA,Latvia,FPI,Northern pike [Esox lucius],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,22,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,24,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,21,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,22,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,32,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,26,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,31,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,28,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,29,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,40,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,32,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,22,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,22,,
LVA,Latvia,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,22,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,130,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,105,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,125,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,127,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,95,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,86,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,108,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,95,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,87,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,61,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,45,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,68,,
LVA,Latvia,2,Diadromous fishes,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,62,,
LVA,Latvia,22,River eels,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,13,,
LVA,Latvia,22,River eels,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,22,River eels,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,9,,
LVA,Latvia,22,River eels,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,12,,
LVA,Latvia,22,River eels,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,22,River eels,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,7,,
LVA,Latvia,22,River eels,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,22,River eels,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,22,River eels,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,22,River eels,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,22,River eels,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,22,River eels,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,22,River eels,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,8,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,13,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,9,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,12,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,7,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,ELE,European eel [Anguilla anguilla],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,8,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,7,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,2,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,23,"Salmons, trouts, smelts",TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,2,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,5,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,4,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,2,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,SAL,Atlantic salmon [Salmo salar],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,2,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,6,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,3,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,SME,European smelt [Osmerus eperlanus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,1,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,TRS,Sea trout [Salmo trutta],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,0,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,110,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,96,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,113,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,111,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,85,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,73,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,100,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,88,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,78,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,55,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,39,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,63,,
LVA,Latvia,25,Miscellaneous diadromous fishes,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,52,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,110,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,96,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,113,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,111,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,85,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,73,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,100,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,88,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,78,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,55,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,39,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,63,,
LVA,Latvia,LAR,River lamprey [Lampetra fluviatilis],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,52,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1547,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1437,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1874,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1600,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1315,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,1310,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,1474,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,1613,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,1461,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,1219,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,1437,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,1210,,
LTU,Lithuania,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,1091,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1307,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1244,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1506,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1344,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1044,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,1065,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,1259,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,1093,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,1132,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,1089,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,1110,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,1025,,
LTU,Lithuania,1,Freshwater fishes,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,960,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1088,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1006,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1296,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1142,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,874,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,887,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,1030,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,917,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,948,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,899,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,894,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,900,,
LTU,Lithuania,11,"Carps, barbels and other cyprinids",TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,864,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,5,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,4,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,5,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,4,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,2,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,2,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,3,,
LTU,Lithuania,ASU,Asp [Aspius aspius],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,2,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,BIC,Bighead carp [Hypophthalmichthys nobilis],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,1,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,ALR,Bleak [Alburnus alburnus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,0,,
LTU,Lithuania,LUH,Chub [Leuciscus cephalus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
