COUNTRY,Country,SPECIES,Species,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,44082,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,43321,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,41011,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,39187,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,40259,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,37097,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,36121,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,35075,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,36134,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,34176,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,33856,,
TUR,Turkey,SPECIES_TOTAL,ALL SPECIES - GRAND TOTAL,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,32145,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,36000,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,32829,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,32017,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,30099,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,27735,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,29588,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,25750,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,28559,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,25689,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,25113,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,25843,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,25284,,
TUR,Turkey,1,Freshwater fishes,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,23067,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,31227,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,27692,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,27388,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,26557,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,24514,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,26095,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,21408,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,26119,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,23569,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,22908,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,23886,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,23374,,
TUR,Turkey,11,"Carps, barbels and other cyprinids",TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,21449,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,87,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,85,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,82,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,71,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,63,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,92,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,131,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,90,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,54,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,59,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,48,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,40,,
TUR,Turkey,LUH,Chub [Leuciscus cephalus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,38,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,13718,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,12116,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,12286,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,11625,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,10964,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,12058,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,9998,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,9973,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,8277,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,8036,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,7223,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,4736,,
TUR,Turkey,FCP,Common carp [Cyprinus carpio],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,3543,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1293,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1301,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1288,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1301,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1172,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,1250,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,113,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,85,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,75,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,60,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,50,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,27,,
TUR,Turkey,FCY,Cyprinids nei [Cyprinidae],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,38,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,234,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,259,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,225,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,170,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,148,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,151,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,180,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,142,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,106,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,91,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,73,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,74,,
TUR,Turkey,FBM,Freshwater bream [Abramis brama],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,64,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,0,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,5090,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,5495,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,5408,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,6745,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,7652,,
TUR,Turkey,CGO,Goldfish [Carassius auratus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,7035,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,270,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,242,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,161,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,170,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,141,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,137,,
TUR,Turkey,SRE,Rudd [Scardinius erythrophthalmus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,106,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,924,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,813,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,736,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,706,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,695,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,708,,
TUR,Turkey,OEC,Seven khramulya [Capoeta capoeta],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,757,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,14103,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,11978,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,11623,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,11758,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,10685,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,11382,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,9168,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,9621,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,8600,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,8310,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,8850,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,9950,,
TUR,Turkey,AWT,Tarek [Chalcalburnus tarichi],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,9830,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1792,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1953,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1884,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1632,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1482,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,1162,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,624,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,63,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,65,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,68,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,61,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,50,,
TUR,Turkey,FTE,Tench [Tinca tinca],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,38,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,4773,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,5137,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,4629,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,3542,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,3221,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,3493,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,4342,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,2440,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,2120,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,2205,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,1957,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,1910,,
TUR,Turkey,13,Miscellaneous freshwater fishes,TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,1618,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1367,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1378,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,952,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,312,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,236,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,223,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,1989,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,457,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,416,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,429,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,401,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,412,,
TUR,Turkey,FRF,Freshwater fishes nei [Osteichthyes],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,377,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,105,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,101,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,70,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,57,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,51,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,47,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,70,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,60,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,37,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,35,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,36,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,37,,
TUR,Turkey,FGX,Freshwater gobies nei [Gobiidae],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,38,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,480,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,478,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,486,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,339,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,310,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,341,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,362,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,299,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,345,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,351,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,303,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,262,,
TUR,Turkey,CLZ,North African catfish [Clarias gariepinus],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,216,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,249,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,279,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,242,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,213,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,197,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2010,2010,TONNE,Tonnes,0,Units,,,228,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2011,2011,TONNE,Tonnes,0,Units,,,238,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2012,2012,TONNE,Tonnes,0,Units,,,215,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2013,2013,TONNE,Tonnes,0,Units,,,213,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2014,2014,TONNE,Tonnes,0,Units,,,240,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2015,2015,TONNE,Tonnes,0,Units,,,203,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2016,2016,TONNE,Tonnes,0,Units,,,226,,
TUR,Turkey,FPI,Northern pike [Esox lucius],TON,Tonne,2017,2017,TONNE,Tonnes,0,Units,,,195,,
TUR,Turkey,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2005,2005,TONNE,Tonnes,0,Units,,,1768,,
TUR,Turkey,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2006,2006,TONNE,Tonnes,0,Units,,,1656,,
TUR,Turkey,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2007,2007,TONNE,Tonnes,0,Units,,,1586,,
TUR,Turkey,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2008,2008,TONNE,Tonnes,0,Units,,,1346,,
TUR,Turkey,FPP,Pike-perch [Sander lucioperca],TON,Tonne,2009,2009,TONNE,Tonnes,0,Units,,,1234,,
