COUNTRY,Country,FLEET,Fleet,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,7,,
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,6,,
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,7,,
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,8,,
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,8,,
DEU,Germany,FWEM75,75 m and over,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,8,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,25418,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,25418,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,35051,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,35051,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,34287,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,34287,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,34287,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,34287,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,31319,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,33667,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,37915,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,37915,,
DEU,Germany,FWEM75,75 m and over,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,40434,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,136,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,120,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,85,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,74,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,56,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,48,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,45,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,40,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,36,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,34,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,28,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,25,,
DEU,Germany,FWOE,Vessels without engine,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,14,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,140,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,125,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,90,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,78,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,60,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,52,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,47,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,43,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,39,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,37,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,31,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,28,,
DEU,Germany,FWOE,Vessels without engine,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,14,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,18451,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,18156,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,17850,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,17667,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,17513,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17378,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,16863,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,16249,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,15860,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,15883,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,15355,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,15188,,
GRC,Greece,FTOT,Total vessels,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,14977,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,93532.83,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,92449.2,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,90712.28,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,89042.82,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,88252.41,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,86957.72,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,83841.46,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,80783,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,78103,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,76867,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,72062,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,71764,,
GRC,Greece,FTOT,Total vessels,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,71099.86,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,18115,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,17837,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,17547,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,17368,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,17226,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17103,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,16596,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,16249,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,15860,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,15656,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,15142,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,14982,,
GRC,Greece,FWET,Vessels with engine,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,14777,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,93359.06,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,92285.68,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,90561.39,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,88896.99,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,88114.34,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,86821.49,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,83712.24,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,80783,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,78103,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,76758,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,71961,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,71661,,
GRC,Greece,FWET,Vessels with engine,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,71004.16,,
GRC,Greece,FWEM,LOA unknown,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,16249,,
GRC,Greece,FWEM,LOA unknown,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,15860,,
GRC,Greece,FWEM,LOA unknown,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,80783,,
GRC,Greece,FWEM,LOA unknown,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,78103,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,6720,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,6569,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,6398,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,6325,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,6236,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,6120,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,6002,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,5595,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,5238,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,5141,,
GRC,Greece,FWEM0,0-5.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,5008,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,4459.09,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,4359.55,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,4262.56,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,4200.78,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,4146.61,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,4073.48,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,3984.77,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,3750,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,3577,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,3511,,
GRC,Greece,FWEM0,0-5.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,3429.24,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,10270,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,10164,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,10067,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,9977,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,9931,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,9924,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,9591,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,9139,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,9028,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,8968,,
GRC,Greece,FWEM6,6-11.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,8909,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,29897.43,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,29416.41,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,29048.69,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,28725.87,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,28561.17,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,28628.7,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,27326.92,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,25720,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,25417,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,25272,,
GRC,Greece,FWEM6,6-11.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,25172,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,607,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,584,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,570,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,562,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,555,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,559,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,509,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,461,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,451,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,449,,
GRC,Greece,FWEM12,12-17.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,443,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,11077.99,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,10572.51,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,10248.53,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,10087.66,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,9918.61,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,9918.36,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,9040.6,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,8201,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,7986,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,7944,,
GRC,Greece,FWEM12,12-17.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,7856.43,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,283,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,283,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,280,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,276,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,278,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,277,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,273,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,259,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,247,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,246,,
GRC,Greece,FWEM18,18-23.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,239,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,14314.19,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,14249.85,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,14131.85,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,13945.92,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,14048.26,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,13968.26,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,13613.26,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,12724,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,12035,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,11988,,
GRC,Greece,FWEM18,18-23.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,11615.65,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,185,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,187,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,184,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,182,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,181,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,181,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,180,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,164,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,147,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,147,,
GRC,Greece,FWEM24,24-29.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,147,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,20705.36,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,20782.36,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,20556.76,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,20233.76,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,20118.69,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,20011.69,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,19845.69,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,17550,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,15738,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,15738,,
GRC,Greece,FWEM24,24-29.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,15722.84,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,39,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,39,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,38,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,37,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,37,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,37,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,36,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,34,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,28,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,28,,
GRC,Greece,FWEM30,30-35.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,28,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,8384,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,8384,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,8232,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,8043,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,8058,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,8029,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,7709,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,7282,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,5969,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,5969,,
GRC,Greece,FWEM30,30-35.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,5969,,
GRC,Greece,FWEM36,36-44.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,8,,
GRC,Greece,FWEM36,36-44.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,8,,
GRC,Greece,FWEM36,36-44.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,8,,
