COUNTRY,Country,FLEET,Fleet,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,57,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,47,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,44,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,44,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,41,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,38,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,37,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,37,,
SWE,Sweden,FWEM18,18-23.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,36,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,6130.67,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,6306.74,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,6111.74,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,6319.74,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,5709.74,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,5142,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,4988,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,5016,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,4565,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,4328,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,4134,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,4134,,
SWE,Sweden,FWEM18,18-23.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,4012,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,25,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,25,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,24,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,27,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,22,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,21,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,17,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,17,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,16,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,16,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,13,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,13,,
SWE,Sweden,FWEM24,24-29.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,13,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,3663,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,3687,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,3782,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,4193,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,3248,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,3297,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,2821,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,2821,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,2810,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,2810,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,2282,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,2339,,
SWE,Sweden,FWEM24,24-29.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,2339,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,27,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,26,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,28,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,25,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,22,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,18,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,18,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,18,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,16,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,14,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,11,,
SWE,Sweden,FWEM30,30-35.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,10,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,6797,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,6636,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,7248,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,6443,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,5775,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,4511,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,4800,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,4800,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,4800,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,4321,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,3830,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,3121,,
SWE,Sweden,FWEM30,30-35.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,2778,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,27,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,27,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,26,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,23,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,20,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,10,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,12,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,11,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,9,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,9,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,8,,
SWE,Sweden,FWEM36,36-44.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,7,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,12154,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,12207,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,11750,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,10783,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,9392,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,7990,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,4964,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,6159,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,5449,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,4543,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,4253,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,3866,,
SWE,Sweden,FWEM36,36-44.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,3570,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,6,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,6,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,5,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,5,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,5,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,4,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,4,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,4,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,4,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,6,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,7,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,6,,
SWE,Sweden,FWEM45,45-59.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,4,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,4548,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,4489,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,3921,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,4058,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,4058,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,3272,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,3301,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,3301,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,3301,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,5073,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,5786,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,5652,,
SWE,Sweden,FWEM45,45-59.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,3960,,
SWE,Sweden,FWEM60,60-74.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,1,,
SWE,Sweden,FWEM60,60-74.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,1,,
SWE,Sweden,FWEM60,60-74.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,1,,
SWE,Sweden,FWEM60,60-74.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,1,,
SWE,Sweden,FWEM60,60-74.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,1211,,
SWE,Sweden,FWEM60,60-74.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,1211,,
SWE,Sweden,FWEM60,60-74.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,1211,,
SWE,Sweden,FWEM60,60-74.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,1211,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,18836,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,18790,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,18563,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,17732,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,17469,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17440,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,17165,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,16998,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,16437,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,15877,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,15680,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,15663,,
TUR,Turkey,FTOT,Total vessels,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,15406,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,195165,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,189777,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,187333,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,185439,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,186499,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,185807,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,183498.66,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,179938.71,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,175328.17,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,169765,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,169362.61,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,172323.3126,,
TUR,Turkey,FTOT,Total vessels,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,174698,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,18733,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,18693,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,18473,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,17650,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,17469,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,17440,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,17165,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,16998,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,16437,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,15877,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,15680,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,15663,,
TUR,Turkey,FWET,Vessels with engine,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,15406,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,194966,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,189596,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,187166,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,185285,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,186499,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,185807,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,183498.66,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,179938.71,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,175328.17,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,169765,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,169362.61,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,172323.3126,,
TUR,Turkey,FWET,Vessels with engine,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,174698,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,3693,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,3620,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,3487,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,3085,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,3068,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,3063,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,2972,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,3059,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,2779,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,2733,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,2606,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,2513,,
TUR,Turkey,FWEM0,0-5.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,2456,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,4713,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,4569,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,4139,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,3765,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,3390,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,3138,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,3054.43,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,3196.62,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,3133.34,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,2731,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,2504.7,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,2390.673527,,
TUR,Turkey,FWEM0,0-5.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,2348,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,13102,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,13112,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,13033,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,12696,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,12505,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,12477,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,12354,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,12120,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,12138,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,11724,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,11621,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,11649,,
TUR,Turkey,FWEM6,6-11.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,11412,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,67385,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,53986,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,49302,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,48580,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,46090,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,44404,,
TUR,Turkey,FWEM6,6-11.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,43593.68,,
